emails,rating,height,bmi,yrs_education,age,days_active
53,0.0076931,69.5,21.10346,16,2,87
6,0.109995,61,27.39452,12,3,73
113,-0.2404718,63.5,20.0496,16,3,67
43,1.185578,67.5,20.82963,12.5,1,80
26,1.048023,63.5,18.30616,18,2,78
10,0.2145702,63.5,21.79304,12.5,3,108
28,-0.01122,61,21.72669,16,2,108
9,-0.4540124,63.5,23.53649,16,2,108
4,-0.2988634,65.5,23.75969,18,2,108
51,0.33564,65.5,18.84389,16,2,83
22,-0.6595593,61,23.61596,16,3,48
7,-0.9493672,69.5,22.55887,18,1,92
27,-0.2581388,67.5,17.74376,17,3,108
96,0.748565,65.5,22.12109,17,2,45
130,1.002928,65.5,23.75969,18,1,68
4,-0.5128382,69.5,22.55887,16,2,4
22,1.01138,61,19.83741,16,1,80
75,1.015467,67.5,19.28669,16,2,108
6,-0.7745513,61,23.61596,18,3,69
1,-0.2115294,65.5,30.31409,12.5,3,8
92,0.6029992,71.5,18.56423,17,1,71
53,0.0084943,63.5,23.53649,15,2,108
42,0.0603976,65.5,17.20529,18,1,108
14,-0.1053472,65.5,23.75969,16,3,20
11,-0.3201572,67.5,20.82963,12.5,3,108
30,-0.0923219,63.5,23.53649,18,2,108
29,0.5455284,61,33.06235,17.5,3,42
49,-0.3828031,61,21.72669,17.5,1,108
1,-1.238549,65.5,28.67549,16,1,71
10,-0.5213933,67.5,25.45844,16,2,108
7,0.4182476,65.5,23.75969,16,2,108
83,0.4287606,67.5,17.74376,16,2,108
3,0.1988856,63.5,23.53649,17.5,3,40
60,0.5737429,65.5,22.12109,16,2,108
92,0.064518,65.5,17.20529,16,2,15
9,-0.2989745,69.5,25.4697,18,2,108
14,0.6813627,65.5,23.75969,15,2,108
28,0.0770691,65.5,23.75969,18,3,108
11,0.0337338,63.5,23.53649,12.5,3,58
36,1.269543,67.5,20.82963,16,1,108
3,-0.7319104,67.5,22.37256,18,3,22
2,1.537903,63.5,20.0496,12.5,1,17
52,0.8003756,69.5,21.10346,17,2,108
3,-0.3587586,63.5,20.0496,16,2,108
9,-0.7581545,67.5,27.00137,12.5,3,108
27,0.5366315,65.5,20.48249,16,2,108
72,0.3802876,63.5,21.79304,12.5,3,108
5,0.6135584,65.5,18.84389,17,1,31
12,0.9937404,65.5,18.84389,17,1,19
61,0.2667527,63.5,21.79304,16,2,108
41,1.136703,61,23.61596,18,1,108
59,-0.1999784,65.5,20.48249,12.5,2,74
9,0.0174105,67.5,19.28669,18,2,108
16,-0.470493,69.5,24.01428,18,1,108
16,0.0036772,67.5,20.82963,16,3,23
12,0.6830969,65.5,22.12109,12,1,49
3,0.1864035,69.5,18.19264,21,3,108
0,0.3522794,61,19.83741,12,1,78
28,-0.4956632,63.5,21.79304,18,3,37
12,-0.0961078,67.5,22.37256,16,3,108
82,-0.002894,65.5,17.20529,16,2,74
5,0.9619718,61,21.72669,18,2,108
156,1.83234,67.5,20.82963,16,1,108
33,1.466309,67.5,23.9155,16,1,32
43,0.6553347,63.5,18.30616,16,2,108
125,2.088203,65.5,17.20529,21,2,103
44,1.325857,67.5,20.82963,12.5,3,70
34,0.969394,67.5,25.45844,18,2,15
33,-0.3864554,65.5,18.84389,12.5,3,37
58,0.1928856,63.5,21.79304,21,2,48
94,0.6667575,61,21.72669,16,2,60
3,-0.5362331,63.5,32.2537,17.5,1,57
3,0.2253267,67.5,22.37256,12.5,2,36
96,0.8955714,67.5,19.28669,16,2,108
96,0.2645683,65.5,23.75969,8,2,68
90,-0.3318754,63.5,20.0496,17.5,2,75
50,0.860135,67.5,20.82963,16,2,108
21,-0.2096173,63.5,23.53649,12.5,1,108
9,-0.15664,63.5,20.0496,18,2,108
86,0.5916072,63.5,18.30616,18,1,60
40,0.2495447,65.5,18.84389,17,3,48
38,0.8681643,69.5,22.55887,12.5,1,85
67,0.0089806,63.5,20.0496,12.5,1,60
4,-0.9175149,65.5,33.59128,12,1,86
24,-0.3864838,69.5,19.64805,12.5,2,108
110,0.3450878,67.5,17.74376,21,1,33
68,0.2524508,65.5,23.75969,12.5,1,106
1,-0.4330989,61,33.06235,13,3,51
9,-0.3151922,65.5,25.39829,12.5,1,9
141,0.059279,67.5,22.37256,12.5,1,108
11,-0.1933761,61,29.28379,8,2,108
7,0.1734923,59,27.26372,13,2,14
5,-0.0700891,63.5,25.27993,16,2,108
3,0.1707581,61,19.83741,12.5,3,69
43,0.9066014,61,19.83741,18,2,43
12,0.2327473,69.5,22.55887,16,3,108
55,0.9314734,63.5,21.79304,12.5,2,102
19,-0.6014344,65.5,20.48249,21,3,36
32,0.2203741,61,19.83741,16,3,108
16,0.6302806,67.5,20.82963,17.5,3,53
14,0.2173346,67.5,20.82963,12.5,3,8
2,0.6630995,65.5,17.20529,16,2,66
67,-0.0932904,63.5,21.79304,15,3,108
93,0.8631943,69.5,19.64805,16,3,76
83,0.4035773,63.5,25.27993,8,2,108
3,0.3332886,65.5,20.48249,16,2,108
58,0.2601684,63.5,21.79304,12.5,3,41
51,-0.1090198,69.5,22.55887,14,2,98
26,0.243454,61,21.72669,16,2,58
65,0.5101928,65.5,20.48249,12.5,2,108
88,0.5554233,63.5,18.30616,8,3,108
60,-0.2786197,67.5,20.82963,12.5,3,60
58,0.3458712,69.5,19.64805,18,3,71
4,-0.3279178,61,21.72669,18,2,108
8,-1.084211,61,46.28729,8,3,34
24,-0.6806862,67.5,40.88779,18,1,75
76,0.6649784,65.5,18.84389,17.5,1,36
30,0.2157854,63.5,25.27993,18,1,82
9,-0.2212297,67.5,36.25898,12.5,2,108
3,-0.8377931,63.5,23.53649,14,1,24
4,0.3657587,67.5,22.37256,12.5,2,7
62,0.967893,61,19.83741,21,3,108
65,0.059248,69.5,16.73723,18,1,101
51,0.7804495,67.5,22.37256,18,1,103
11,-0.2571922,65.5,23.75969,16,2,108
21,-0.9998811,65.5,20.48249,12.5,2,55
29,0.2866417,61,21.72669,16,2,108
14,0.048068,63.5,18.30616,8,1,9
17,-0.6431043,63.5,21.79304,21,1,108
18,-0.7184366,63.5,21.79304,14,3,58
34,0.2452881,67.5,19.28669,18,3,38
52,-0.0689023,65.5,22.12109,15,2,108
107,0.6571937,69.5,19.64805,12.5,3,108
6,-0.2833135,67.5,23.9155,14,3,12
73,0.7076783,61,23.61596,12,1,15
22,-0.4378698,67.5,25.45844,12.5,1,108
83,0.5168309,61,25.50524,16,1,51
42,-0.0087767,65.5,43.42288,12.5,1,108
8,0.1612149,69.5,22.55887,16,3,5
48,1.160216,65.5,25.39829,17,1,54
31,-0.2985069,67.5,20.82963,12.5,3,68
45,-0.8885294,63.5,21.79304,18,3,108
38,0.8381676,63.5,23.53649,18,3,40
15,0.2110988,63.5,20.0496,14,2,45
17,-0.0466379,63.5,20.0496,12.5,2,53
3,-0.2058086,65.5,25.39829,16,1,80
63,1.182509,63.5,21.79304,16,2,108
6,-0.2215406,61,27.39452,14,2,71
4,-0.1277103,67.5,19.28669,21,2,48
35,0.6904737,69.5,19.64805,16,1,50
19,0.2280001,63.5,20.0496,18,2,108
23,0.0368911,65.5,27.03689,12.5,2,108
92,1.358428,69.5,19.64805,16,2,108
63,0.0827987,63.5,20.0496,16,1,108
95,0.9135504,65.5,18.84389,18,2,108
6,0.7405772,61,21.72669,17.5,2,10
10,-0.5474086,61,27.39452,17.5,2,71
16,-0.2550847,63.5,20.0496,16,1,22
33,0.3902342,71.5,19.93936,15,2,108
19,1.36661,61,21.72669,14.5,3,108
64,0.8996853,69.5,19.64805,12.5,3,108
7,-0.285038,63.5,23.53649,16,3,50
87,1.001758,67.5,22.37256,21,2,108
62,-0.0004725,65.5,18.84389,16,1,95
42,-0.0494589,65.5,18.84389,17.5,3,108
35,0.2407153,65.5,23.75969,15,2,78
7,-0.991603,69.5,25.4697,16,3,108
32,1.052278,67.5,20.82963,18,2,108
21,0.484777,61,19.83741,17.5,2,82
88,0.2313798,63.5,23.53649,12.5,1,60
38,0.7258496,65.5,23.75969,18,1,73
21,0.1926266,65.5,23.75969,18,1,108
53,0.3273311,59,17.16604,16,2,70
22,0.0546429,67.5,40.88779,16,1,52
36,0.7752054,63.5,20.0496,18,1,71
16,0.2226791,61,19.83741,18,2,78
25,-0.3138936,65.5,20.48249,16,2,108
42,-0.3779258,65.5,18.84389,12.5,3,58
14,-0.2170171,69.5,24.01428,12.5,2,108
6,0.1815529,69.5,26.92511,16,1,35
2,-0.4765591,65.5,25.39829,16,2,31
123,0.291324,65.5,20.48249,16,1,96
58,1.013741,69.5,26.92511,12.5,2,53
68,-0.0218991,61,21.72669,16,1,68
66,-0.0873706,65.5,20.48249,17,1,108
5,0.840224,61,21.72669,17.5,2,43
11,-0.6570585,67.5,23.9155,12.5,2,44
39,1.446657,69.5,21.10346,14,2,22
15,-0.1680706,67.5,27.00137,12.5,3,108
8,0.3279127,65.5,22.12109,17,1,4
86,0.2209756,63.5,21.79304,16,1,108
36,1.477559,65.5,18.84389,17,1,108
15,-0.6068246,61,25.50524,13,2,108
16,0.4521063,65.5,18.84389,16,3,49
56,0.2108313,65.5,22.12109,16,3,108
50,0.5323231,65.5,18.84389,16,2,108
26,1.441536,61,21.72669,15,1,104
1,-0.6266704,67.5,25.45844,12.5,3,108
6,-0.6599133,67.5,27.00137,17.5,3,17
14,0.1336171,61,27.39452,12.5,3,108
38,-0.5071302,61,17.94813,12.5,3,57
23,-0.8831428,65.5,25.39829,8,2,108
101,1.653104,65.5,18.84389,12.5,2,29
6,0.7977534,69.5,22.55887,16,2,108
13,0.3574991,63.5,23.53649,16,3,57
2,-0.8717791,67.5,27.00137,16,3,108
68,0.5842658,63.5,23.53649,17.5,1,39
28,-0.1011708,63.5,20.0496,16,2,18
100,1.170977,61,19.83741,18,1,108
66,0.0802773,61,25.50524,18,2,64
42,-0.2719638,63.5,18.30616,18,2,108
16,0.4149168,65.5,27.03689,12.5,3,108
9,-0.2813199,65.5,22.12109,12.5,3,108
126,0.8626266,65.5,18.84389,12.5,3,108
42,0.95527,69.5,22.55887,12.5,3,82
16,-0.0335397,65.5,27.03689,12.5,1,50
10,-0.8028777,63.5,35.74059,12.5,1,82
50,0.3001573,63.5,23.53649,17.5,1,70
69,0.7192862,63.5,21.79304,16,2,69
15,-0.3533611,67.5,22.37256,12.5,2,44
51,0.7870481,65.5,23.75969,17,1,62
8,0.4400254,65.5,23.75969,17,1,108
48,-0.5935487,69.5,25.4697,14,2,59
12,0.0101137,65.5,22.12109,12,2,5
5,-0.4350376,71.5,26.815,16,1,108
64,0.2964821,67.5,19.28669,16,2,108
4,-0.5540925,63.5,21.79304,16,3,108
16,0.324497,65.5,20.48249,16,2,108
78,0.1777381,71.5,18.56423,8,2,108
13,-1.141575,65.5,28.67549,12.5,3,82
33,-1.314755,69.5,18.19264,12.5,2,85
18,0.300611,67.5,16.20082,17.5,2,40
88,0.6349255,63.5,18.30616,18,3,108
35,-0.1138506,65.5,22.12109,16,3,16
95,1.616323,61,21.72669,14,1,88
28,-0.1847443,65.5,18.84389,12.5,1,70
43,-0.29722,61,21.72669,8,3,28
18,0.8802556,67.5,20.82963,18,1,99
2,-0.0910049,65.5,22.12109,17,3,108
43,0.378301,61,21.72669,16,2,108
22,0.0572154,67.5,20.82963,17.5,3,59
38,0.1262819,65.5,18.84389,15,1,30
85,0.2545446,65.5,20.48249,16,2,108
8,0.1657335,65.5,22.12109,18,1,108
78,0.9391533,67.5,20.82963,16,1,66
79,0.3868408,65.5,18.84389,15,2,72
10,-0.6543393,65.5,27.03689,14,3,108
89,1.48506,65.5,20.48249,16,1,30
47,0.6251321,69.5,22.55887,18,1,108
16,-0.5930044,65.5,20.48249,12.5,1,108
11,0.0026597,69.5,19.64805,21,3,5
11,-0.4387283,63.5,25.27993,16,2,108
3,-0.9698935,65.5,35.22988,12.5,2,70
52,0.7279606,65.5,18.84389,18,2,108
57,-0.3152236,67.5,20.82963,16,1,59
4,-0.3624376,65.5,23.75969,12.5,2,108
6,-0.3292552,67.5,20.82963,8,3,108
4,-0.4760744,65.5,25.39829,16,3,13
25,-0.3538474,65.5,22.12109,16,1,108
92,0.0428223,65.5,22.12109,12.5,3,40
38,0.3897063,63.5,20.0496,18,1,108
63,0.0331534,65.5,17.20529,16,2,58
24,0.0527685,65.5,20.48249,16,1,37
9,-0.0924568,69.5,26.92511,12.5,1,62
21,0.6542953,63.5,21.79304,17,2,33
1,0.465757,67.5,19.28669,12.5,3,23
54,0.1833804,65.5,18.84389,12,2,108
12,-0.0309226,65.5,22.12109,16,2,108
50,0.0483983,69.5,19.64805,12.5,2,51
13,0.2687842,65.5,20.48249,18,1,108
33,0.8019297,69.5,18.19264,18,1,108
53,0.0666832,65.5,20.48249,16,2,42
35,0.6751018,63.5,18.30616,18,3,108
16,-0.0491197,63.5,20.0496,18,1,108
55,-0.1901076,63.5,23.53649,16,1,108
186,-0.127516,67.5,19.28669,18,3,69
24,0.6040443,71.5,19.93936,16,3,108
42,0.3949701,67.5,17.74376,12.5,1,65
17,0.2046659,69.5,22.55887,16,2,7
46,0.2480483,65.5,20.48249,17.5,3,108
68,0.9262795,65.5,20.48249,16,3,21
2,-0.3603554,67.5,36.25898,12.5,1,21
28,0.9920247,67.5,20.82963,18,1,25
13,0.4268121,67.5,22.37256,17.5,2,85
20,0.2981008,61,21.72669,21,2,108
31,-0.7913997,63.5,18.30616,16,3,108
1,-0.7073274,69.5,21.10346,17.5,3,108
75,0.4423508,65.5,18.84389,16,2,82
19,-0.0594465,65.5,18.84389,16,2,11
29,1.100218,61,19.83741,16,2,77
3,-0.1192411,63.5,18.30616,14,2,108
138,-0.1174502,67.5,20.82963,18,2,96
54,0.3149125,65.5,20.48249,18,3,40
47,0.1407761,69.5,18.19264,16,3,108
36,0.467329,65.5,18.84389,17.5,1,12
2,-0.280144,63.5,21.79304,12.5,2,48
15,0.1710265,63.5,18.30616,12.5,3,76
23,0.6635188,67.5,20.82963,16,1,34
15,-0.5387863,67.5,23.9155,18,2,68
25,0.2421759,63.5,25.27993,15,1,10
41,0.17004,67.5,22.37256,12.5,3,13
41,-0.4282136,65.5,23.75969,16,3,108
64,1.030165,63.5,21.79304,16,1,55
7,0.4531329,61,21.72669,12.5,1,96
6,0.303566,61,25.50524,12.5,1,108
12,-0.0251896,67.5,20.82963,18,2,40
12,-0.5503945,65.5,18.84389,16,2,5
102,1.056941,61,19.83741,14,2,108
16,-0.082871,67.5,20.82963,12.5,3,97
54,0.7246089,71.5,24.06475,17.5,3,82
6,0.2049594,63.5,23.53649,12.5,1,9
136,0.770716,65.5,22.12109,16,1,90
21,0.6109308,63.5,21.79304,8,1,3
46,0.8156846,65.5,20.48249,8,2,56
21,0.1325741,61,23.61596,16,2,43
32,0.658892,63.5,23.53649,16,3,20
65,0.2323148,67.5,19.28669,12.5,1,102
109,1.051597,67.5,17.74376,12.5,3,77
3,0.5119429,63.5,21.79304,18,3,108
33,0.189258,63.5,21.79304,16,1,108
16,-1.345891,67.5,30.08724,16,1,108
51,0.5857442,65.5,18.84389,12.5,1,75
3,-0.9157293,67.5,30.08724,12.5,3,5
6,0.5205455,63.5,21.79304,12.5,3,81
14,-0.5098153,63.5,20.0496,10,1,61
46,1.315103,65.5,25.39829,12.5,2,108
92,1.21127,63.5,18.30616,18,1,108
19,0.1980527,69.5,19.64805,16,2,38
107,1.089031,65.5,20.48249,16,2,108
8,-0.30867,67.5,23.9155,12.5,3,50
14,-0.1078983,65.5,20.48249,16,1,1
28,0.4265301,63.5,23.53649,12,3,35
71,0.6622917,61,25.50524,13,1,67
12,1.083865,61,25.50524,12.5,1,108
175,1.05398,67.5,19.28669,14,2,70
15,0.0188,67.5,22.37256,18,3,108
52,-0.4131463,63.5,23.53649,16,1,75
23,0.4888675,67.5,40.88779,8,1,108
88,-0.3410256,67.5,19.28669,16,3,43
21,0.4622211,65.5,23.75969,14,1,54
92,-0.4392006,65.5,22.12109,16,3,108
19,-0.5752595,63.5,21.79304,12.5,2,14
184,0.3817459,67.5,19.28669,16,2,108
8,-0.7785699,63.5,28.76682,8,3,73
6,-0.69617,69.5,19.64805,16,3,108
20,-0.6179525,63.5,30.51026,16,1,80
12,-0.9868891,63.5,21.79304,16,2,45
117,0.9106483,65.5,20.48249,10,1,66
54,0.419797,65.5,20.48249,18,2,55
56,-0.3241274,67.5,20.82963,16,2,74
8,0.3065677,65.5,22.12109,16,3,16
2,-0.7992997,63.5,44.45781,16,2,3
18,0.654766,63.5,20.0496,13,2,108
19,-0.5097883,65.5,22.12109,18,1,47
5,0.0671155,61,21.72669,12.5,1,2
34,0.5172113,65.5,20.48249,18,1,108
3,-0.2138626,61,19.83741,12.5,2,26
66,0.7704418,69.5,21.10346,12.5,1,108
50,0.7229698,65.5,25.39829,16,3,35
32,-0.3018357,65.5,23.75969,12.5,2,97
23,-0.2496516,63.5,20.0496,14,3,108
43,0.3281976,65.5,23.75969,16,3,69
43,0.3054188,67.5,19.28669,16,1,108
25,0.7875713,61,23.61596,16,2,64
60,0.05463,65.5,23.75969,8,3,108
11,-0.0536747,69.5,28.38052,16,3,108
65,0.5611669,63.5,20.0496,17.5,3,106
18,0.1163426,61,25.50524,12.5,1,62
32,0.4009726,63.5,20.0496,18,3,108
46,-0.2349543,71.5,19.93936,21,1,78
17,0.6325457,65.5,20.48249,16,1,2
32,-0.7133332,65.5,20.48249,16,1,77
19,0.187627,65.5,22.12109,17,2,101
20,0.0312086,65.5,22.12109,17,2,79
42,0.3895428,63.5,21.79304,12.5,1,108
12,0.3174803,63.5,21.79304,12.5,1,8
19,-0.2241387,67.5,20.82963,12.5,2,50
175,0.5383226,67.5,19.28669,16,2,108
71,0.2936067,65.5,20.48249,16,1,108
11,-0.3838465,67.5,19.28669,12.5,3,108
2,1.563672,61,19.83741,16,1,36
25,0.161962,63.5,21.79304,18,1,36
29,-0.4273546,69.5,24.01428,18,1,108
9,0.4293461,63.5,25.27993,16,1,59
6,0.8960319,67.5,23.9155,12.5,2,17
90,0.4300077,63.5,21.79304,12.5,3,108
45,0.521414,65.5,18.84389,8,1,22
1,-0.9240795,65.5,25.39829,14,3,73
90,1.158006,69.5,21.10346,13,1,108
57,-0.2703981,65.5,18.84389,17,3,108
12,-0.4140112,69.5,19.64805,17,3,75
12,-0.2351335,65.5,17.20529,18,1,108
128,0.4947301,63.5,20.0496,16,2,108
11,0.9166081,63.5,20.0496,12.5,1,5
51,0.0179788,65.5,18.84389,12.5,3,108
11,-0.7431525,63.5,30.51026,14,2,42
20,-0.9610896,67.5,19.28669,13,1,42
27,-0.3913453,63.5,28.76682,13,1,77
42,0.2185722,67.5,25.45844,17.5,3,108
28,0.1805278,63.5,25.27993,12.5,1,25
46,0.3279927,63.5,21.79304,17.5,3,76
11,-0.1783103,65.5,22.12109,17,2,108
24,0.1503613,63.5,25.27993,8,2,81
26,-0.4922872,61,25.50524,18,2,108
32,0.7650664,67.5,22.37256,18,3,54
11,0.4163965,65.5,23.75969,18,2,49
5,-0.0298822,69.5,21.10346,12.5,1,1
8,0.1736035,69.5,22.55887,14,3,83
79,0.3478527,65.5,18.84389,12.5,2,9
1,0.3026506,65.5,18.84389,12.5,3,108
58,-0.07098,67.5,19.28669,16,2,82
180,0.8383847,65.5,22.12109,14,1,65
78,0.653751,67.5,19.28669,12.5,3,108
47,-0.2236257,65.5,20.48249,14,3,63
9,-0.0188889,67.5,19.28669,17,1,108
15,-0.2866507,67.5,22.37256,16,1,79
97,0.5845892,63.5,18.30616,18,1,108
11,-0.3196169,63.5,20.0496,12.5,3,16
19,0.2939982,67.5,19.28669,16,2,108
4,-0.0588211,65.5,25.39829,18,1,42
27,-0.4845101,67.5,20.82963,12.5,3,108
124,1.16986,65.5,20.48249,16,3,108
79,0.5441806,65.5,20.48249,16,2,31
35,-0.2004649,65.5,25.39829,12.5,2,108
30,0.648601,69.5,18.19264,16,2,108
66,-0.5963709,69.5,21.10346,16,3,73
4,-0.8578797,63.5,23.53649,12,3,73
50,0.0887643,67.5,19.28669,12.5,2,82
52,1.109641,65.5,20.48249,12.5,1,29
3,-0.453292,65.5,23.75969,12.5,2,82
15,-0.2200092,63.5,23.53649,16,3,11
84,1.385989,65.5,22.12109,21,1,94
15,-0.4091794,63.5,21.79304,18,3,108
63,0.3863337,67.5,19.28669,12.5,1,29
31,-0.4905936,65.5,22.12109,12.5,1,101
37,0.2936657,63.5,20.0496,18,2,108
34,-0.2018173,63.5,23.53649,16,3,108
54,-0.2834317,67.5,17.74376,12.5,3,68
2,-0.0089927,65.5,22.12109,17.5,3,67
65,0.4246901,71.5,21.31449,16,2,42
3,-0.0192147,63.5,21.79304,12.5,2,46
15,-0.3349209,65.5,25.39829,16,3,65
15,0.8541896,61,21.72669,12.5,3,108
12,-0.3266648,69.5,38.5684,12.5,2,31
85,0.8990126,63.5,25.27993,12.5,2,108
30,0.1151643,65.5,22.12109,16,2,108
47,1.052395,61,25.50524,21,1,108
3,-0.4954887,63.5,25.27993,15,2,1
4,0.2247067,65.5,20.48249,12,2,47
3,0.0119272,63.5,20.0496,16,3,108
29,0.1575114,61,19.83741,16,1,79
31,-0.0267129,59,19.18558,17.5,3,108
17,1.369865,61,21.72669,14,1,12
86,-0.0223374,65.5,20.48249,14,3,64
115,1.663188,65.5,18.84389,16,1,34
0,0.3355531,63.5,21.79304,17.5,2,79
28,-0.3194488,61,19.83741,16,3,61
15,-0.9543052,65.5,30.31409,12.5,3,108
5,-0.1059039,69.5,29.83593,17.5,2,83
3,0.0239687,63.5,21.79304,18,3,108
38,0.1018215,63.5,27.02337,16,2,108
42,0.0317864,61,19.83741,16,3,82
5,-0.5479553,67.5,27.00137,13,3,79
48,-0.3004951,69.5,21.10346,12.5,3,108
13,-0.8765917,63.5,25.27993,12.5,2,79
44,0.086481,59,25.24418,12.5,1,81
23,0.2472532,65.5,20.48249,18,2,35
30,0.424962,61,21.72669,21,2,35
52,0.1234513,67.5,19.28669,12.5,3,26
50,-0.1299325,69.5,21.10346,12.5,3,108
8,-0.2404372,65.5,20.48249,16,2,2
66,0.018124,65.5,18.84389,14.5,2,57
44,1.391555,65.5,22.12109,18,3,19
17,-0.3305818,65.5,28.67549,12.5,3,74
23,-0.2329403,67.5,20.82963,16,2,99
95,0.9337413,63.5,23.53649,12.5,1,108
29,-0.5041171,65.5,18.84389,16,1,64
41,0.9649375,65.5,22.12109,18,1,45
5,0.2214268,65.5,18.84389,16,2,66
11,-0.5036509,67.5,27.00137,12.5,2,17
22,0.0530909,63.5,21.79304,16,3,23
15,-0.388932,65.5,27.03689,14,2,108
10,0.5951262,61,21.72669,17.5,2,23
45,-0.3261181,65.5,20.48249,13,3,108
13,-0.3010593,65.5,20.48249,17.5,3,108
45,0.5658373,67.5,23.9155,14,1,108
51,0.562327,67.5,19.28669,8,2,108
28,-0.1673508,69.5,21.10346,16,3,102
21,0.6489586,63.5,21.79304,13,3,50
11,-0.1029589,65.5,20.48249,17,1,29
130,0.2863626,63.5,20.0496,16,2,108
59,0.808534,61,21.72669,18,3,108
38,0.331897,67.5,20.82963,17.5,3,108
6,-0.7920262,65.5,28.67549,17.5,3,72
8,0.5552264,69.5,19.64805,18,3,108
50,1.024529,65.5,18.84389,16,1,94
51,0.721075,67.5,19.28669,12.5,1,45
29,-0.0572105,63.5,23.53649,14,3,39
19,-0.1086199,63.5,21.79304,18,3,108
6,-0.6307054,63.5,37.48404,12.5,2,73
10,-0.0843854,67.5,19.28669,12.5,3,12
52,0.7322458,67.5,17.74376,16,3,108
10,-0.4998014,65.5,23.75969,13,3,33
29,0.4373129,65.5,22.12109,16,1,108
111,0.6247697,69.5,19.64805,17.5,1,29
37,0.3967598,69.5,21.10346,18,1,108
57,0.0549362,69.5,21.10346,18,3,32
55,0.8006961,63.5,23.53649,12.5,1,108
5,-0.7029402,69.5,25.4697,16,2,108
16,0.2293991,65.5,27.03689,12.5,1,64
37,0.7371266,67.5,22.37256,17,1,108
76,0.2405006,65.5,20.48249,18,3,108
66,0.1446085,63.5,21.79304,16,2,89
32,0.5560838,61,19.83741,12,2,35
59,0.0248927,65.5,20.48249,18,2,108
37,1.194861,63.5,18.30616,16,2,108
9,-0.2092842,61,25.50524,8,3,35
24,0.5641417,69.5,19.64805,16,1,28
22,0.8245568,61,25.50524,14.5,2,108
88,0.7957764,67.5,19.28669,12.5,2,56
2,-0.5696465,63.5,28.76682,8,3,59
8,-0.5926516,65.5,27.03689,14,1,60
7,0.7053815,61,23.61596,18,3,2
39,0.5875998,65.5,22.12109,12.5,2,82
81,-0.0432477,71.5,22.68962,16,1,77
19,-0.3088031,61,21.72669,17.5,3,77
70,0.3353548,63.5,23.53649,16,1,93
57,0.535964,65.5,18.84389,17.5,2,108
79,1.082606,63.5,23.53649,17.5,3,108
32,-0.221479,67.5,23.9155,17.5,1,89
4,-0.1672052,63.5,18.30616,14,2,16
6,-0.5432369,65.5,30.31409,16,3,63
84,0.3564723,63.5,20.0496,14.5,2,108
28,0.2549796,63.5,23.53649,16,1,57
33,-0.3011709,67.5,19.28669,21,2,51
17,-0.5782518,61,25.50524,16,1,42
16,0.0369428,69.5,21.10346,21,2,17
2,0.8972633,65.5,20.48249,17,1,25
47,-0.0244098,63.5,20.0496,8,1,59
35,0.4031186,67.5,22.37256,18,1,4
81,0.876682,67.5,22.37256,17.5,2,68
3,-0.9792367,63.5,30.51026,12,3,103
79,0.525409,63.5,23.53649,17,1,78
3,0.2356676,65.5,22.12109,16,3,78
114,1.015585,67.5,20.82963,16,1,108
18,-0.6745976,65.5,22.12109,16,3,38
43,0.4089217,67.5,22.37256,17.5,3,15
2,-0.7044021,69.5,21.10346,14,3,108
39,0.6006414,69.5,19.64805,8,3,42
42,-0.1028939,65.5,20.48249,16,3,108
10,0.0486429,65.5,27.03689,17,3,50
43,-0.0310232,65.5,22.12109,21,3,31
9,0.0854442,61,21.72669,16,3,108
13,-0.3212143,63.5,23.53649,16,3,69
9,0.3294183,63.5,18.30616,12.5,2,108
54,1.377379,67.5,23.9155,12.5,1,108
37,-0.1425232,63.5,20.0496,16,3,108
23,0.2247062,63.5,23.53649,16,1,108
86,0.3679056,65.5,20.48249,16,2,93
41,0.8644896,61,21.72669,12.5,1,31
56,0.1868741,63.5,20.0496,16,3,108
8,-0.4504082,63.5,20.0496,8,3,17
68,1.268006,69.5,22.55887,21,1,34
87,0.2129806,61,21.72669,12,3,75
11,0.0208957,61,23.61596,12.5,2,10
60,0.4538733,67.5,20.82963,17.5,2,49
154,0.9404898,65.5,18.84389,16,3,39
24,-0.3907977,63.5,21.79304,18,3,108
65,-0.4936098,67.5,22.37256,12,2,108
15,1.151277,69.5,21.10346,16,2,108
58,0.093643,65.5,22.12109,12,3,108
157,0.6239362,65.5,18.84389,12.5,2,82
15,0.2465784,65.5,25.39829,14,2,39
2,-0.1738479,65.5,22.12109,16,3,2
154,-0.2136942,67.5,17.74376,17.5,2,62
14,1.022537,67.5,20.82963,14,3,82
17,0.0240712,61,21.72669,16,2,11
50,-0.0603326,63.5,18.30616,21,2,108
20,-0.1615387,67.5,20.82963,21,2,108
7,-0.1919007,71.5,24.06475,17.5,1,43
13,-0.3181226,67.5,27.00137,16,2,26
14,-0.473597,65.5,27.03689,16,2,53
51,0.272249,65.5,20.48249,16,3,53
4,-0.3483564,63.5,23.53649,16,3,108
37,1.135086,69.5,25.4697,14,1,8
0,-0.4111511,65.5,25.39829,12,2,19
2,-0.5255023,63.5,25.27993,12.5,1,17
33,-0.2572575,61,21.72669,16,3,108
15,-0.4525275,65.5,23.75969,14,1,108
22,0.4579493,67.5,19.28669,18,2,108
5,-0.6050072,63.5,27.02337,12.5,3,39
73,0.1999265,63.5,20.0496,16,2,69
51,0.8928257,61,19.83741,16,1,27
