emails,rating,height,bmi,yrs_education,age,days_active
5,0.6726157,69.5,24.01428,17,1,17
3,-0.7259458,71.5,28.19013,16,3,80
0,0.1236892,69.5,31.29134,16,2,46
0,0.5114712,67.5,20.82963,16,1,108
1,0.1790539,69.5,21.10346,18,3,108
1,-0.0976643,75.5,22.81567,16,1,83
20,-0.0813112,69.5,25.4697,16,1,56
1,-0.2034459,65.5,30.31409,16,2,66
4,-0.4239948,69.5,24.01428,18,2,68
2,-0.4397757,75.5,27.74878,14.5,1,108
2,-0.2156397,67.5,28.54431,14,2,61
1,-1.150634,71.5,22.68962,16,3,108
3,-0.6210589,67.5,23.9155,14,3,42
4,-0.5727364,69.5,25.4697,18,1,88
0,-0.320391,69.5,25.4697,18,1,50
8,0.166713,73.5,29.27947,18,1,91
3,0.1979442,69.5,26.92511,16,1,61
50,0.6051074,69.5,24.01428,17.5,3,108
4,0.0946032,71.5,22.68962,16,2,108
6,0.3488371,73.5,24.07423,16,1,52
30,0.2964775,67.5,27.00137,16,3,108
8,1.212232,71.5,21.31449,16,1,108
6,0.2417917,69.5,25.4697,16,3,7
4,-0.221719,67.5,27.00137,16,2,108
0,-0.2976337,69.5,21.10346,14,1,41
6,-0.3231004,73.5,25.37554,14,2,73
0,-0.8571365,73.5,26.67685,18,3,30
16,-0.3371687,71.5,25.43987,16,2,88
5,-0.3426719,69.5,28.38052,14,3,108
7,0.35364,69.5,26.92511,18,2,46
6,0.0861108,71.5,22.68962,16,2,108
16,0.4755639,75.5,26.5155,12.5,2,108
21,0.0403732,75.5,26.5155,12.5,2,108
6,-0.3243982,71.5,29.56526,12,2,71
16,1.414545,73.5,24.07423,16,1,14
1,0.4129998,69.5,26.92511,16,1,97
1,-0.2589,69.5,25.4697,16,1,106
17,-0.501702,71.5,22.68962,8,2,82
8,-0.7760977,67.5,27.00137,18,3,87
17,1.461728,71.5,25.43987,12.5,3,42
25,0.4557998,69.5,24.01428,18,2,100
3,0.2734173,73.5,25.37554,18,1,38
2,-1.140135,71.5,29.56526,21,2,5
20,0.397234,69.5,24.01428,18,2,102
0,-0.7752041,71.5,24.06475,14.5,2,93
18,0.1856366,69.5,25.4697,16,2,108
2,-1.206839,65.5,28.67549,21,1,108
7,0.8308541,73.5,26.67685,16,1,62
4,-0.1099039,73.5,29.27947,12.5,1,40
27,0.3836639,67.5,25.45844,18,2,108
1,-0.832719,73.5,24.07423,16,3,108
2,-0.059768,73.5,25.37554,18,2,74
3,-0.4208332,67.5,25.45844,18,2,60
19,0.0250638,71.5,24.06475,12.5,3,108
2,-0.5014669,73.5,29.27947,12.5,1,14
28,-0.0945385,73.5,29.27947,17,1,108
6,0.0904391,73.5,21.47161,12.5,3,7
0,-0.9056051,67.5,36.25898,12.5,2,47
3,-0.3787318,71.5,24.06475,18,2,68
2,-0.5267203,71.5,25.43987,14,2,108
6,-0.2981011,69.5,25.4697,14,1,71
32,0.4118612,71.5,25.43987,16,3,108
1,-0.474558,73.5,29.27947,12.5,1,67
31,0.3026011,71.5,24.06475,16,1,108
0,-0.3403758,71.5,25.43987,16,3,9
6,-0.4006749,73.5,22.77292,16,1,97
1,0.3233983,67.5,20.82963,17,1,22
32,-0.0225372,73.5,27.97816,16,3,93
0,-0.3875674,67.5,27.00137,8,3,108
4,-0.4916613,71.5,28.19013,16,2,108
20,0.1588452,69.5,24.01428,18,3,108
7,-0.3437098,69.5,31.29134,21,3,46
1,-0.2342028,73.5,25.37554,12,1,64
0,-0.4795682,65.5,25.39829,18,3,3
5,-0.5334795,73.5,27.97816,18,1,108
2,-0.2925313,69.5,26.92511,16,1,82
14,1.069228,73.5,22.77292,16,1,108
6,0.3527547,67.5,23.9155,21,3,2
19,0.4803108,69.5,25.4697,17.5,3,108
2,-0.3104022,69.5,22.55887,12.5,3,63
55,0.3196312,69.5,25.4697,16,2,108
3,0.1323648,73.5,27.97816,18,2,108
17,0.4554749,73.5,26.67685,16,1,108
0,-0.6204918,69.5,24.01428,18,1,58
6,-0.0870244,69.5,26.92511,16,2,2
0,-0.6805751,71.5,26.815,18,2,84
8,0.145042,69.5,28.38052,16,1,108
1,-0.7999628,71.5,24.06475,17.5,2,61
0,0.3890978,69.5,24.01428,17.5,1,6
10,0.0403095,71.5,24.06475,18,1,108
0,-0.8570897,71.5,24.06475,16,2,75
11,0.4055564,73.5,25.37554,17.5,3,47
0,0.2791046,75.5,21.58239,12.5,1,52
3,-1.244841,73.5,33.1834,18,3,48
3,-0.205417,67.5,27.00137,16,1,108
3,-1.161875,65.5,27.03689,16,3,108
2,-0.7779965,71.5,35.06577,17,2,94
4,-0.6103343,75.5,27.74878,12.5,3,51
2,-0.2394169,67.5,20.82963,17.5,2,54
0,-1.029826,71.5,30.94039,16,1,42
11,-0.2541092,73.5,29.27947,21,2,108
12,-0.311709,65.5,25.39829,18,3,108
7,-0.3872442,71.5,24.06475,16,3,108
2,-0.5402278,73.5,26.67685,8,3,108
3,0.1663059,71.5,24.06475,16,1,108
13,0.5030088,69.5,26.92511,21,1,75
4,-0.231926,71.5,22.68962,14,1,22
13,0.2976345,69.5,24.01428,16,1,108
0,0.9145783,69.5,24.01428,16,1,41
2,0.3011432,71.5,22.68962,17.5,2,108
15,0.0709804,69.5,22.55887,21,1,108
6,-0.3916619,71.5,26.815,21,3,9
0,-0.1039419,67.5,25.45844,21,2,99
20,0.8214465,75.5,25.28222,18,3,108
3,0.279847,75.5,25.28222,18,3,52
20,0.1857727,71.5,26.815,17,2,108
0,0.4611577,71.5,24.06475,16,1,1
2,-0.0182494,73.5,26.67685,12.5,2,23
2,1.166587,69.5,22.55887,16,1,29
11,-0.2107015,69.5,24.01428,16,3,53
1,-1.03916,71.5,22.68962,16,2,11
4,-0.5642765,71.5,25.43987,16,2,108
28,0.4429427,73.5,25.37554,16,2,108
46,0.9052432,75.5,22.81567,16,3,108
1,0.4173291,67.5,30.08724,17,1,27
0,-0.2042096,69.5,22.55887,16,3,12
10,0.4181639,71.5,24.06475,14,2,54
5,1.032706,75.5,24.04894,16,1,18
7,0.4485806,75.5,26.5155,16,3,108
1,-0.8085371,67.5,28.54431,17.5,3,36
4,0.3424373,69.5,26.92511,16,2,4
7,0.0112963,69.5,26.92511,16,2,39
8,-0.2547742,67.5,27.00137,18,3,19
9,-0.134072,75.5,21.58239,16,2,108
2,-0.1547139,69.5,22.55887,12.5,3,108
3,-0.1159302,71.5,28.19013,14,1,85
5,-0.6756642,67.5,25.45844,17,3,108
2,0.5332198,67.5,28.54431,21,1,61
0,0.1920394,69.5,29.83593,17.5,1,78
6,0.0981654,69.5,31.29134,12.5,1,29
8,0.128375,71.5,25.43987,17,3,77
15,-0.3822701,71.5,26.815,16,3,108
1,-0.1823513,63.5,21.79304,12.5,1,3
1,0.1644984,63.5,21.79304,8,1,108
10,0.4002014,67.5,23.9155,17.5,2,108
10,0.5232807,69.5,24.01428,16,2,108
0,-0.8220807,73.5,26.67685,21,3,101
1,-0.4752955,67.5,23.9155,12.5,2,108
2,-0.1974789,73.5,33.1834,16,3,99
2,-0.5712486,69.5,29.83593,14,2,56
1,-0.4558224,71.5,25.43987,17.5,1,54
22,-0.0835184,71.5,26.815,17,3,108
2,0.7802867,71.5,24.06475,16,1,108
1,0.1475042,75.5,24.04894,16,2,2
1,-0.6170871,73.5,25.37554,14,3,9
5,1.214532,73.5,25.37554,16,1,27
1,-0.3198605,71.5,26.815,18,3,97
4,0.4051671,69.5,24.01428,16,1,108
6,0.9599791,80,26.91172,16,2,85
9,0.1828639,75.5,25.28222,12.5,3,55
2,-0.5885863,71.5,22.68962,17,2,58
37,0.7539925,73.5,24.07423,12.5,1,108
13,-1.334408,73.5,25.37554,16,2,108
9,-0.1037222,71.5,21.31449,18,3,19
1,-0.2495496,73.5,24.07423,12,1,53
7,-0.1630693,69.5,25.4697,16,1,76
3,-0.2753642,71.5,36.4409,8,3,108
6,0.014331,73.5,26.67685,12.5,3,88
4,-0.283375,73.5,29.27947,16,3,108
1,0.4430866,73.5,27.97816,16,2,83
11,-0.4112295,73.5,26.67685,12.5,3,108
3,-0.247087,69.5,25.4697,12.5,1,86
5,-0.2717534,67.5,23.9155,18,3,108
9,0.8382174,69.5,25.4697,21,2,108
7,0.2561195,69.5,22.55887,18,3,80
0,-0.5748865,67.5,30.08724,8,1,14
8,-0.4121961,75.5,27.74878,16,2,77
5,-0.7012195,71.5,26.815,16,2,96
1,-0.5462992,69.5,24.01428,18,3,24
13,0.0493192,73.5,25.37554,14,1,107
10,-0.0822097,73.5,24.07423,18,2,43
63,1.241629,71.5,25.43987,18,2,108
4,-0.540324,71.5,25.43987,12.5,2,108
3,-0.2292261,73.5,25.37554,18,1,41
28,1.167531,69.5,24.01428,16,2,57
37,-0.7201512,71.5,26.815,8,3,108
5,0.8173173,69.5,25.4697,12.5,2,91
5,-0.9181146,71.5,25.43987,16,3,47
0,0.5721299,71.5,26.815,16,1,75
0,-0.2761208,75.5,15.41599,12.5,1,108
1,-0.2790591,73.5,25.37554,16,1,20
1,0.8918576,69.5,26.92511,18,1,19
4,0.4476516,77.5,28.67596,12.5,2,108
12,1.023916,71.5,26.815,16,1,24
6,-0.2443826,71.5,25.43987,16,1,108
3,0.1886195,71.5,24.06475,16,3,108
1,0.671868,69.5,28.38052,12,2,24
4,0.2419393,69.5,28.38052,21,1,35
4,0.0847027,69.5,25.4697,18,2,9
3,-0.0944109,73.5,22.77292,12.5,1,108
4,0.7405192,73.5,26.67685,12.5,2,108
0,-0.3344713,69.5,29.83593,12.5,1,15
15,0.70683,69.5,24.01428,17.5,1,108
19,-0.2101288,69.5,26.92511,14,3,108
5,0.0949166,73.5,22.77292,18,1,98
13,0.3384242,73.5,24.07423,16,1,64
4,0.5593485,73.5,24.07423,16,2,85
1,-0.4710383,71.5,24.06475,17.5,1,108
7,0.0014853,69.5,32.74675,14,1,108
2,-0.3868626,75.5,26.5155,12.5,3,108
7,-0.4118216,73.5,24.07423,21,3,68
30,-0.0583207,71.5,26.815,16,2,108
8,0.0439408,69.5,26.92511,16,1,51
0,-0.9929475,69.5,26.92511,18,3,80
23,0.7613348,67.5,23.9155,12.5,2,51
0,0.1141337,67.5,25.45844,12.5,2,108
3,-0.1476648,73.5,22.77292,12.5,2,40
1,-0.3332877,73.5,25.37554,18,1,55
23,-0.5942422,73.5,26.67685,16,3,108
6,0.5485483,73.5,24.07423,16,2,80
0,-0.3595196,71.5,26.815,16,2,77
0,-0.7895245,69.5,24.01428,18,3,108
2,0.1657516,69.5,24.01428,16,2,66
9,0.0892038,69.5,24.01428,16,2,108
1,-0.5147051,71.5,26.815,18,2,108
2,-0.278458,73.5,26.67685,17.5,1,108
9,0.280592,69.5,21.10346,17.5,3,45
23,0.8856571,73.5,24.07423,18,1,108
30,-0.2209589,69.5,26.92511,21,3,108
4,0.7419319,73.5,25.37554,12.5,1,50
3,0.1107928,71.5,26.815,16,1,62
1,1.203223,69.5,25.4697,17.5,1,9
5,-0.1238477,77.5,27.50551,21,2,108
2,-0.430796,71.5,26.815,18,3,57
24,0.7851718,71.5,24.06475,16,1,108
0,-0.6378902,67.5,22.37256,12,1,108
0,0.7345504,71.5,22.68962,18,1,2
0,-0.0933168,73.5,27.97816,16,1,108
1,-0.9018434,71.5,25.43987,16,2,83
0,-1.48657,73.5,30.58078,12.5,2,14
18,0.5570172,73.5,25.37554,12.5,2,108
1,-0.1918786,73.5,25.37554,18,3,14
0,0.6527231,67.5,23.9155,17,2,108
27,1.446207,71.5,22.68962,12.5,1,108
35,0.4846036,73.5,22.77292,16,2,56
2,0.0963148,65.5,25.39829,16,1,62
1,-0.3585688,71.5,22.68962,12,2,19
11,0.474656,75.5,24.04894,16,1,96
15,0.7343317,67.5,27.00137,14,2,108
25,0.6508787,71.5,26.815,16,3,108
2,0.120672,71.5,26.815,16,1,98
6,0.3026351,69.5,25.4697,18,2,108
6,0.0394175,69.5,24.01428,17.5,3,108
4,-0.1038203,71.5,22.68962,16,1,108
18,0.1019799,73.5,22.77292,12.5,3,90
5,-0.3888227,69.5,25.4697,16,2,108
2,-0.172825,69.5,25.4697,16,2,34
6,0.5253438,71.5,25.43987,12.5,3,21
0,-1.285427,71.5,28.19013,12,2,72
0,-0.8775637,71.5,24.06475,12.5,2,24
15,-0.1453734,71.5,26.815,21,2,108
4,0.6752326,69.5,24.01428,12.5,3,11
24,0.6750283,69.5,25.4697,16,2,108
3,-0.640728,75.5,24.04894,18,3,108
1,-0.6958771,69.5,26.92511,21,2,58
0,-0.5824471,69.5,22.55887,8,2,108
4,-0.1290878,69.5,29.83593,17,2,60
24,0.2369454,71.5,28.19013,17.5,1,108
0,-0.0112692,71.5,24.06475,12.5,2,20
9,-0.3770101,69.5,29.83593,12.5,3,67
9,-0.3465117,71.5,25.43987,16,1,75
2,-0.1643406,71.5,25.43987,12.5,2,108
1,-1.428411,71.5,25.43987,16,3,30
9,2.529811,69.5,24.01428,16,2,20
3,0.0463278,71.5,22.68962,12.5,3,80
12,0.074825,71.5,21.31449,12.5,2,108
3,-0.0405634,67.5,27.00137,16,2,89
12,0.0959862,69.5,25.4697,18,3,108
62,0.4949777,69.5,22.55887,16,2,108
15,0.1693713,71.5,26.815,18,2,95
11,1.452356,73.5,20.1703,16,1,64
4,-0.0408939,69.5,28.38052,16,1,108
0,-0.7734671,71.5,25.43987,16,2,108
6,-0.5660803,71.5,26.815,16,1,103
1,-0.9994664,67.5,31.63018,12.5,1,108
4,-0.1040243,67.5,22.37256,12.5,1,108
3,-0.7490059,69.5,26.92511,12.5,3,40
1,-0.1757002,67.5,27.00137,15,3,49
0,-0.3214098,67.5,27.00137,17.5,2,2
0,-0.3881083,67.5,22.37256,12.5,3,70
1,-0.3034912,69.5,28.38052,12.5,1,71
1,-0.4337868,73.5,31.88209,12.5,3,71
0,-0.3367556,75.5,25.28222,16,1,55
4,-0.4245036,71.5,28.19013,8,2,45
1,0.0228474,69.5,21.10346,18,3,1
6,-0.2281079,71.5,26.815,18,2,76
3,0.0839431,67.5,23.9155,18,2,39
14,0.2130284,65.5,22.12109,18,3,108
1,-0.7241955,67.5,23.9155,16,1,42
1,0.4284607,71.5,29.56526,14,1,72
0,0.3810319,71.5,30.94039,12.5,1,47
6,-0.403987,69.5,24.01428,16,2,108
0,-0.1127876,67.5,23.9155,16,2,41
38,-0.0775294,73.5,26.67685,16,3,43
5,-0.0763671,67.5,27.00137,12.5,1,4
17,0.298069,69.5,31.29134,17.5,1,77
1,-0.3142305,67.5,27.00137,18,3,75
0,-1.130098,69.5,28.38052,15,2,108
0,-0.4275691,71.5,22.68962,12.5,3,69
1,-1.182208,61,21.72669,18,2,15
12,-0.14803,69.5,22.55887,16,3,108
58,0.7276335,71.5,26.815,17.5,1,60
8,-0.6378665,71.5,29.56526,18,3,13
3,-0.3061045,73.5,27.97816,18,2,108
2,-0.6221839,71.5,28.19013,16,3,67
26,0.4993541,69.5,25.4697,17,1,108
25,0.2749467,69.5,25.4697,21,3,66
8,1.087827,73.5,25.37554,16,2,21
17,0.2301128,71.5,24.06475,21,3,108
12,1.103569,67.5,23.9155,12.5,2,50
5,0.1527591,73.5,22.77292,16,3,25
31,0.5637367,69.5,24.01428,18,2,108
1,0.3709101,67.5,25.45844,16,1,65
0,0.4774909,73.5,22.77292,16,1,22
13,0.3096694,77.5,26.33507,16,1,77
4,0.1830434,71.5,24.06475,14,2,108
1,-0.4225009,67.5,22.37256,16,1,108
5,-0.7427295,69.5,26.92511,16,3,81
0,-1.563331,73.5,20.1703,17.5,1,13
3,0.634538,73.5,21.47161,18,2,31
13,0.0658974,75.5,25.28222,12.5,1,84
7,-0.063995,71.5,22.68962,16,1,16
14,0.0978762,73.5,24.07423,12.5,2,74
2,-0.483323,71.5,24.06475,16,3,75
2,-0.0783449,69.5,25.4697,12.5,3,31
1,-0.1315954,67.5,33.17311,18,1,86
0,-0.6516411,69.5,24.01428,12.5,2,8
17,0.8227792,73.5,25.37554,18,2,49
10,-0.6085083,65.5,27.03689,14,3,108
23,0.6372817,73.5,26.67685,16,1,35
10,0.2818888,77.5,26.33507,12.5,3,71
0,-0.9730209,71.5,22.68962,16,2,3
15,0.2747051,75.5,24.04894,17.5,3,108
3,-0.0827044,69.5,25.4697,16,1,32
3,-0.2450474,69.5,24.01428,12.5,3,108
4,-0.3651942,71.5,25.43987,16,3,79
4,0.2660146,69.5,28.38052,16,1,108
4,-0.0386862,71.5,21.31449,18,1,108
11,-0.6963106,73.5,27.97816,12.5,3,108
14,-0.2897187,73.5,26.67685,14,2,108
2,-0.5145813,67.5,23.9155,16,3,13
7,-0.5682871,67.5,27.00137,17.5,3,108
17,0.630841,67.5,25.45844,16,1,108
1,-0.3899168,67.5,27.00137,16,3,16
5,0.9461619,73.5,25.37554,16,1,64
11,1.598614,73.5,25.37554,16,1,75
1,-1.040502,71.5,25.43987,21,2,108
6,-0.70277,69.5,21.10346,18,3,108
17,0.4958314,69.5,24.01428,16,2,108
0,-1.185498,69.5,28.38052,16,1,72
0,-0.5754786,71.5,30.94039,18,2,71
1,-0.7677571,71.5,28.19013,16,3,65
11,-0.0447531,71.5,24.06475,17.5,1,79
10,-0.5962133,71.5,22.68962,15,3,108
2,-0.5234144,73.5,27.97816,12.5,2,108
2,-0.8891559,71.5,24.06475,16,2,108
0,0.2486056,71.5,24.06475,16,1,75
3,-0.3114874,71.5,26.815,12.5,2,106
16,0.46413,71.5,25.43987,12.5,3,108
3,0.0632982,69.5,26.92511,21,2,38
13,-0.5115397,77.5,22.82372,8,2,108
1,-0.9000712,69.5,31.29134,12,2,63
8,-0.8307452,71.5,26.815,18,3,108
3,-0.1336948,73.5,22.77292,17.5,3,22
7,-0.3727271,73.5,25.37554,12.5,2,108
5,-0.3269169,71.5,22.68962,12.5,2,108
2,0.4165,71.5,24.06475,12.5,3,108
5,-0.2317888,71.5,22.68962,16,2,46
1,-0.0523993,69.5,25.4697,18,3,79
6,-0.0382935,69.5,26.92511,17,3,108
1,-0.6035344,69.5,31.29134,14.5,3,32
39,-0.2092503,71.5,24.06475,18,3,98
1,-1.084286,67.5,23.9155,16,2,58
1,-0.3563255,71.5,26.815,16,3,108
2,-0.1125682,75.5,28.98206,17,3,34
3,-0.9450082,71.5,30.94039,12.5,1,108
2,0.5816294,69.5,22.55887,16,1,23
0,0.3723013,69.5,29.83593,16,2,42
1,0.0806874,69.5,22.55887,14,1,108
12,0.1897399,71.5,22.68962,14,1,9
5,-0.2321023,77.5,28.67596,18,1,108
3,-0.6704131,71.5,24.06475,17.5,2,71
9,0.6232333,69.5,24.01428,16,2,108
27,0.0031036,71.5,25.43987,16,3,108
0,-1.138114,69.5,32.74675,12.5,2,24
9,-0.0340213,69.5,24.01428,16,3,53
19,0.301111,75.5,25.28222,16,3,108
1,0.2612666,71.5,21.31449,21,3,47
6,-0.4083033,65.5,35.22988,12.5,1,108
10,0.3943356,75.5,24.04894,17.5,1,108
0,-0.454261,73.5,26.67685,12.5,1,78
5,0.5046223,69.5,25.4697,12.5,1,108
14,-0.1240621,71.5,24.06475,16,2,62
0,-0.3697476,73.5,22.77292,8,2,83
2,-1.326735,71.5,36.4409,13,1,61
1,0.0177866,65.5,25.39829,12.5,2,75
16,0.837637,71.5,24.06475,16,3,71
6,-0.2615951,73.5,27.97816,12.5,3,108
0,-0.7539504,69.5,35.65757,15,1,105
4,-0.8988045,71.5,28.19013,14,3,108
3,0.0148154,71.5,24.06475,18,3,108
5,0.2329922,73.5,29.27947,16,1,13
8,0.6864677,67.5,22.37256,16,1,108
1,0.7970392,73.5,25.37554,16,1,55
2,0.1363309,73.5,25.37554,16,1,72
3,0.5158233,73.5,25.37554,16,1,68
14,0.1589022,71.5,25.43987,12.5,2,108
2,-0.4729647,69.5,22.55887,16,2,80
7,0.5450758,69.5,24.01428,16,1,108
0,-0.1548994,73.5,30.58078,12.5,1,7
4,-0.5311785,73.5,24.07423,12.5,2,108
2,0.2185513,69.5,25.4697,18,2,37
6,-0.5421823,75.5,31.44862,16,3,55
7,-0.1783648,71.5,26.815,16,2,60
0,-0.0010911,69.5,26.92511,12.5,2,29
7,0.067985,73.5,25.37554,16,3,52
0,-0.5012848,71.5,28.19013,17.5,2,96
0,-0.4335866,71.5,29.56526,12.5,2,1
1,1.0965,73.5,25.37554,16,1,58
5,-0.0924531,69.5,25.4697,16,3,108
1,-0.2777984,71.5,26.815,16,2,83
4,-0.1515611,73.5,24.07423,17.5,3,39
9,-0.0066133,71.5,25.43987,16,3,108
4,0.2167423,69.5,25.4697,12.5,2,55
10,0.0803594,69.5,25.4697,16,2,58
0,0.1917709,73.5,24.07423,16,2,26
5,0.7174483,67.5,25.45844,17.5,2,108
4,-0.4896103,71.5,29.56526,12.5,3,50
13,-0.4464212,71.5,25.43987,16,3,108
7,1.438471,71.5,22.68962,21,2,32
14,0.1497531,71.5,26.815,16,3,108
2,-1.1492,69.5,12.371,12.5,3,88
8,0.3791227,71.5,22.68962,16,2,68
1,0.6498109,69.5,26.92511,12.5,1,17
2,-0.2345892,73.5,25.37554,18,2,96
5,-0.5215464,67.5,28.54431,14,3,108
1,0.7825245,71.5,22.68962,18,1,35
3,-0.6617703,71.5,28.19013,16,2,49
12,-0.2739662,75.5,26.5155,12.5,2,108
27,0.0467001,75.5,28.98206,12.5,1,108
1,0.1241013,69.5,25.4697,21,1,24
0,-0.4496695,67.5,27.00137,14,1,76
8,-0.6845896,73.5,21.47161,12.5,3,108
13,-0.1519677,71.5,24.06475,21,3,11
21,0.3268165,69.5,24.01428,21,1,54
1,-0.2071964,69.5,25.4697,8,3,35
17,1.301141,71.5,22.68962,12.5,3,16
0,-0.4775262,67.5,27.00137,14,2,108
3,-0.5748093,69.5,25.4697,17.5,3,108
10,1.052967,67.5,23.9155,16,2,108
40,1.225621,69.5,26.92511,12.5,1,108
8,-0.6919553,73.5,27.97816,12.5,1,108
3,-0.5487671,75.5,27.74878,16,2,66
1,0.0058146,69.5,26.92511,8,1,51
0,-0.3717381,71.5,26.815,16,3,37
1,1.313738,67.5,23.9155,16,1,74
4,-0.2316316,71.5,21.31449,16,3,86
3,-0.2189721,69.5,24.01428,12,3,54
3,-0.043689,67.5,22.37256,16,3,107
0,0.9075002,67.5,23.9155,15,1,2
2,-0.7166689,69.5,29.83593,16,3,108
7,-0.4782937,69.5,22.55887,12.5,1,53
33,1.508204,71.5,22.68962,21,1,108
2,-0.3671583,73.5,26.67685,8,2,83
8,-0.1035065,69.5,29.83593,12.5,1,63
7,-0.1891509,75.5,22.81567,18,2,108
1,-0.3936169,69.5,24.01428,16,1,76
5,0.2456473,71.5,24.06475,16,3,19
0,0.331425,75.5,25.28222,17.5,1,108
6,-0.9547477,75.5,28.98206,12.5,1,38
8,0.7628502,67.5,27.00137,16,2,108
0,-0.548617,67.5,28.54431,16,3,102
3,0.2417619,71.5,28.19013,16,1,105
0,-0.1881846,71.5,24.06475,16,3,108
4,-0.0864351,69.5,24.01428,12.5,3,108
16,-0.1795105,71.5,25.43987,16,3,108
18,0.4760081,71.5,22.68962,16,2,108
3,-0.490862,75.5,26.5155,16,3,46
3,-0.1879684,73.5,29.27947,12.5,1,86
20,0.1540305,73.5,25.37554,16,3,108
12,0.4139373,75.5,25.28222,16,1,46
2,-0.0815343,73.5,24.07423,17.5,3,108
8,0.3534622,67.5,25.45844,16,3,108
3,-0.425562,75.5,22.81567,12.5,2,68
1,-0.0337368,71.5,22.68962,18,3,108
1,-0.0795307,67.5,23.9155,18,2,62
0,-0.6314777,69.5,24.01428,18,2,97
8,-0.0733697,71.5,25.43987,12.5,1,41
1,0.7440855,73.5,22.77292,12,1,3
4,0.0988683,80,24.71484,16,1,19
6,-0.1096781,77.5,25.16462,16,2,108
11,-0.6935046,75.5,27.74878,16,3,108
0,-0.622557,69.5,26.92511,16,2,50
6,-0.3884125,71.5,29.56526,17.5,3,56
9,0.2017061,69.5,25.4697,14,1,108
7,-0.1718121,73.5,24.07423,12.5,1,23
29,0.8492838,75.5,25.28222,14,1,108
1,-0.8032302,71.5,35.06577,16,2,108
2,0.0045072,69.5,24.01428,16,1,71
4,-0.4459414,71.5,26.815,18,3,108
10,0.0819361,71.5,28.19013,17.5,2,42
6,-0.2504652,69.5,24.01428,12.5,1,108
37,0.1960321,71.5,26.815,21,3,108
3,-0.2473881,69.5,25.4697,15,3,6
9,0.1660984,75.5,26.5155,16,1,86
2,-0.1218179,67.5,27.00137,14.5,2,12
26,-0.1392536,73.5,27.97816,16,3,108
1,-0.6791137,69.5,28.38052,14,1,108
17,-0.5530234,67.5,28.54431,12.5,3,108
8,-0.3200191,71.5,26.815,21,2,55
0,-0.9195758,73.5,26.67685,12.5,2,26
20,0.0027057,69.5,32.74675,14,3,108
4,-0.2343243,75.5,25.28222,18,3,108
4,-0.5412067,75.5,27.74878,16,2,108
59,1.034941,73.5,24.07423,16,1,108
4,0.8481673,69.5,21.10346,18,1,108
6,-0.7474573,71.5,25.43987,17.5,3,54
12,0.122645,75.5,28.98206,16,2,108
4,0.0609446,75.5,26.5155,16,3,108
0,-0.0787946,69.5,28.38052,14.5,1,82
8,0.0278702,71.5,28.19013,16,3,108
1,-0.0451116,73.5,26.67685,8,1,96
11,0.8186151,71.5,26.815,16,1,108
2,-0.238583,71.5,24.06475,14,1,105
3,-0.1228349,69.5,24.01428,16,2,108
10,-0.3635506,73.5,24.07423,16,3,108
17,0.4030432,75.5,25.28222,16,2,82
8,0.5955931,71.5,25.43987,17,3,20
0,-0.839952,69.5,35.65757,12.5,2,71
7,0.0422261,75.5,25.28222,17,1,108
0,0.8633553,67.5,23.9155,16,1,12
3,0.5964457,69.5,22.55887,16,3,108
13,-0.1497669,73.5,25.37554,12.5,1,108
22,1.308408,69.5,25.4697,12.5,3,108
0,-0.0673796,71.5,26.815,16,2,10
10,0.1375317,71.5,24.06475,8,2,108
0,-0.5120085,65.5,31.95268,16,3,28
10,0.3234395,75.5,21.58239,18,1,108
6,0.0396282,71.5,25.43987,12.5,2,51
1,-1.116545,73.5,24.07423,12.5,1,49
31,0.4677059,71.5,30.94039,16,3,107
7,-0.4148995,73.5,22.77292,8,3,45
1,0.1740315,69.5,25.4697,14,2,49
3,-0.3325635,69.5,29.83593,16,2,15
0,-0.2925029,73.5,27.97816,16,1,33
0,-0.3638828,73.5,26.67685,8,2,70
9,-0.0087457,75.5,28.98206,8,2,58
17,-1.356169,71.5,26.815,16,3,108
45,0.9474448,71.5,22.68962,17.5,3,83
4,-0.5351358,67.5,25.45844,18,1,46
1,-0.0163492,69.5,24.01428,17,1,85
15,-0.4842696,73.5,22.77292,18,3,108
22,0.4012443,73.5,22.77292,16,1,84
3,-0.5130767,71.5,28.19013,16,3,108
2,-0.0564053,71.5,30.94039,12.5,2,61
3,-0.3807856,67.5,23.9155,18,2,108
6,0.6213733,75.5,22.81567,17,1,14
11,-0.3238496,75.5,30.21534,16,1,94
2,-0.2898044,65.5,25.39829,17.5,1,78
2,-1.017366,69.5,28.38052,12.5,2,108
4,0.0299564,71.5,26.815,12.5,3,40
0,-0.7500755,69.5,24.01428,12,2,64
18,0.5877142,71.5,25.43987,18,3,108
0,-0.4287434,69.5,28.38052,14,1,3
1,0.6890531,67.5,27.00137,16,2,101
2,-0.0576563,80,26.91172,16,2,82
13,0.3739462,73.5,31.88209,16,1,108
5,-0.1584103,69.5,24.01428,16,2,108
10,0.2836043,69.5,25.4697,16,3,108
5,-0.6287815,77.5,27.50551,8,3,108
2,-0.0382896,73.5,25.37554,16,3,1
9,0.2864697,65.5,23.75969,18,3,108
2,0.445654,69.5,25.4697,12.5,1,83
7,-0.5831349,69.5,26.92511,16,2,108
4,0.7345505,69.5,24.01428,16,1,81
8,-0.0708087,69.5,22.55887,13,1,51
